INSERTION,DELETION,SUM,SUBTRACT
2,2,4,0
0,1,1,-1
1,1,2,0
1,2,3,-1
1,1,2,0
12,12,24,0
6,7,13,-1
35,24,59,11
2,4,6,-2
6,6,12,0
2,3,5,-1
34,24,58,10
5,11,16,-6
7,7,14,0
4,5,9,-1
3,5,8,-2
5,11,16,-6
4,3,7,1
29,26,55,3
6,6,12,0
7,8,15,-1
8,9,17,-1
23,17,40,6
6,14,20,-8
21,14,35,7
3,5,8,-2
3,4,7,-1
85,121,206,-36
106,114,220,-8
4,2,6,2
18,18,36,0
2,6,8,-4
2,2,4,0
125,132,257,-7
139,162,301,-23
38,34,72,4
19,18,37,1
5,15,20,-10
21,23,44,-2
2,6,8,-4
5,5,10,0
3,6,9,-3
15,14,29,1
6,6,12,0
41,49,90,-8
4,8,12,-4
10,11,21,-1
31,32,63,-1
1,3,4,-2
1,1,2,0
1,2,3,-1
22,29,51,-7
7,9,16,-2
47,45,92,2
1,3,4,-2
1,3,4,-2
8,12,20,-4
7,8,15,-1
1,3,4,-2
11,22,33,-11
3,4,7,-1
22,14,36,8
6,2,8,4
17,9,26,8
3,4,7,-1
2,7,9,-5
4,5,9,-1
14,12,26,2
6,5,11,1
57,47,104,10
42,16,58,26
139,145,284,-6
36,20,56,16
15,10,25,5
19,12,31,7
11,5,16,6
12,6,18,6
19,16,35,3
1,4,5,-3
33,15,48,18
11,10,21,1
11,13,24,-2
12,9,21,3
18,11,29,7
2,4,6,-2
28,17,45,11
5,12,17,-7
6,13,19,-7
21,28,49,-7
1,3,4,-2
2,2,4,0
1,3,4,-2
6,8,14,-2
42,16,58,26
25,21,46,4
5,4,9,1
8,15,23,-7
3,7,10,-4
20,13,33,7
20,18,38,2
3,6,9,-3
20,16,36,4
38,34,72,4
20,16,36,4
1,3,4,-2
9,19,28,-10
1,3,4,-2
36,43,79,-7
13,11,24,2
109,124,233,-15
10,12,22,-2
14,12,26,2
6,6,12,0
33,36,69,-3
14,17,31,-3
29,29,58,0
1,3,4,-2
6,10,16,-4
42,40,82,2
43,41,84,2
8,13,21,-5
10,11,21,-1
1,1,2,0
32,40,72,-8
13,13,26,0
16,20,36,-4
17,19,36,-2
36,35,71,1
6,9,15,-3
5,5,10,0
10,10,20,0
8,9,17,-1
14,18,32,-4
1,2,3,-1
7,14,21,-7
5,7,12,-2
20,28,48,-8
6,12,18,-6
15,13,28,2
5,7,12,-2
4,8,12,-4
3,5,8,-2
6,6,12,0
3,5,8,-2
2,2,4,0
4,4,8,0
3,5,8,-2
6,7,13,-1
5,4,9,1
31,28,59,3
3,6,9,-3
29,27,56,2
9,15,24,-6
3,5,8,-2
1,1,2,0
5,7,12,-2
3,3,6,0
39,20,59,19
82,81,163,1
285,153,438,132
20,10,30,10
11,13,24,-2
5,4,9,1
2,4,6,-2
6,3,9,3
15,18,33,-3
16,26,42,-10
10,11,21,-1
4,7,11,-3
2,5,7,-3
4,3,7,1
59,62,121,-3
2,2,4,0
3,5,8,-2
53,50,103,3
2,6,8,-4
2,4,6,-2
5,6,11,-1
6,7,13,-1
5,8,13,-3
2,2,4,0
2,2,4,0
3,5,8,-2
2,2,4,0
1,3,4,-2
33,15,48,18
1,5,6,-4
52,68,120,-16
2,2,4,0
2,5,7,-3
7,5,12,2
9,6,15,3
2,2,4,0
6,7,13,-1
9,6,15,3
3,4,7,-1
3,5,8,-2
4,5,9,-1
2,2,4,0
17,14,31,3
4,4,8,0
2,2,4,0
2,6,8,-4
3,4,7,-1
25,20,45,5
3,3,6,0
6,8,14,-2
2,6,8,-4
1,3,4,-2
9,12,21,-3
